STATE,PROVINCE,CITY/MUNICIPALITY,BARANGAY,ZIP CODE,REMARK
Metro Manila,Metro Manila,Las Pinas City,Manuyo Uno,1744,SA
Metro Manila,Metro Manila,Las Pinas City,Pamplona Dos,1740,SA
Metro Manila,Metro Manila,Las Pinas City,Pamplona Tres,1740,SA
Metro Manila,Metro Manila,Las Pinas City,Pamplona Uno,1740,SA
Metro Manila,Metro Manila,Las Pinas City,Pilar,1740,SA
Metro Manila,Metro Manila,Las Pinas City,Pulang Lupa Dos,1742,SA
Metro Manila,Metro Manila,Las Pinas City,Pulang Lupa Uno,1742,SA
Metro Manila,Metro Manila,Las Pinas City,Talon Dos,1747,SA
Metro Manila,Metro Manila,Las Pinas City,Talon Kuatro,1747,SA
Metro Manila,Metro Manila,Las Pinas City,Talon Singko,1747,SA
Metro Manila,Metro Manila,Las Pinas City,Talon Tres,1747,SA
Metro Manila,Metro Manila,Las Pinas City,Talon Uno,1747,SA
Metro Manila,Metro Manila,Las Pinas City,Zapote,1742,SA
Metro Manila,Metro Manila,Makati City,Bangkal,1233,SA
Metro Manila,Metro Manila,Makati City,Bel-air,1209,SA
Metro Manila,Metro Manila,Makati City,Carmona,1207,SA
Metro Manila,Metro Manila,Makati City,Cembo,1214,SA
Metro Manila,Metro Manila,Makati City,Comembo,1217,SA
Metro Manila,Metro Manila,Makati City,Dasmarinas,1221; 1222,SA
Metro Manila,Metro Manila,Makati City,East Rembo,1216,SA
Metro Manila,Metro Manila,Makati City,Forbes Park,1219; 1220,SA
Metro Manila,Metro Manila,Makati City,Guadalupe Nuevo,1212,SA
Metro Manila,Metro Manila,Makati City,Guadalupe Viejo,1211,SA
Metro Manila,Metro Manila,Makati City,Kasilawan,1206,SA
Metro Manila,Metro Manila,Makati City,La Paz,1204,SA
Metro Manila,Metro Manila,Makati City,Magallanes,1232,SA
Metro Manila,Metro Manila,Makati City,Olympia,1207,SA
Metro Manila,Metro Manila,Makati City,Palanan,1235,SA
Metro Manila,Metro Manila,Makati City,Pembo,1218,SA
Metro Manila,Metro Manila,Makati City,Pinagkaisahan,1213,SA
Metro Manila,Metro Manila,Makati City,Pio Del Pilar,1230,SA
Metro Manila,Metro Manila,Makati City,Pitogo,1213,SA
Metro Manila,Metro Manila,Makati City,Poblacion,1210,SA
Metro Manila,Metro Manila,Makati City,Post Proper Northside,1200,SA
Metro Manila,Metro Manila,Makati City,Post Proper Southside,1200,SA
Metro Manila,Metro Manila,Makati City,Rizal,1208,SA
Metro Manila,Metro Manila,Makati City,San Antonio,1203,SA
Metro Manila,Metro Manila,Makati City,San Isidro,1234,SA
Metro Manila,Metro Manila,Makati City,San Lorenzo,1223,SA
Metro Manila,Metro Manila,Makati City,Santa Cruz,1205,SA
Metro Manila,Metro Manila,Makati City,Singkamas,1204,SA
Metro Manila,Metro Manila,Makati City,South Cembo,1214,SA
Metro Manila,Metro Manila,Makati City,Tejeros,1204,SA
Metro Manila,Metro Manila,Makati City,Urdaneta,1225,SA
Metro Manila,Metro Manila,Makati City,Valenzuela,1208,SA
Metro Manila,Metro Manila,Makati City,West Rembo,1215,SA
Metro Manila,Metro Manila,Malabon City,Acacia,1474,SA
Metro Manila,Metro Manila,Malabon City,Baritan,1470,SA
Metro Manila,Metro Manila,Malabon City,Bayan-Bayanan,1470,SA
Metro Manila,Metro Manila,Malabon City,Catmon,1471,SA
Metro Manila,Metro Manila,Malabon City,Concepcion,1470,SA
Metro Manila,Metro Manila,Malabon City,Dampalit,1480,SA
Metro Manila,Metro Manila,Malabon City,Flores,1470,SA
Metro Manila,Metro Manila,Malabon City,Hulong Duhat,1470,SA
Metro Manila,Metro Manila,Malabon City,Ibaba,1470,SA
Metro Manila,Metro Manila,Malabon City,Longos,1472,SA
Metro Manila,Metro Manila,Malabon City,Maysilo,1477,SA
Metro Manila,Metro Manila,Malabon City,Muzon,1479,SA
Metro Manila,Metro Manila,Malabon City,Niugan,1470,SA
Metro Manila,Metro Manila,Malabon City,Panghulo,1470,SA
Metro Manila,Metro Manila,Malabon City,Potrero,1475,SA
Metro Manila,Metro Manila,Malabon City,San Agustin,1470,SA
Metro Manila,Metro Manila,Malabon City,Santolan,1478,SA
Metro Manila,Metro Manila,Malabon City,Tanong,1470,SA
Metro Manila,Metro Manila,Malabon City,Tinajeros,1470,SA
Metro Manila,Metro Manila,Malabon City,Tonsuya,1473,SA
Metro Manila,Metro Manila,Malabon City,Tugatog,1470,SA
Metro Manila,Metro Manila,Malate,Barangay 688,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 689,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 690,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 691,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 692,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 693,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 694,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 695,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 696,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 697,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 698,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 699,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 700,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 701,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 702,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 703,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 704,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 705,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 706,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 707,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 708,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 709,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 710,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 711,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 712,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 713,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 714,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 715,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 716,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 717,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 718,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 719,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 720,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 721,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 722,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 723,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 724,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 725,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 726,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 727,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 728,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 729,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 730,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 731,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 732,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 733,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 734,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 735,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 736,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 737,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 738,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 739,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 740,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 741,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 742,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 743,1004,SA
Metro Manila,Metro Manila,Malate,Barangay 744,1004,SA
Metro Manila,Metro Manila,Mandaluyong City,Addition Hills,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Bagong Silang,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Barangka Drive,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Barangka Ibaba,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Barangka Ilaya,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Barangka Itaas,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Buayang Bato,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Burol,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Daang Bakal,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Hagdang Bato Itaas,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Hagdang Bato Libis,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Harapin Ang Bukas,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Highway Hills,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Hulo,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Mabini-J. Rizal,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Malamig,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Mauway,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Namayan,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,New Zaniga,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Old Zaniga,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Pag-asa,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Plainview,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Pleasant Hills,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Poblacion,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,San Jose,1554,SA
Metro Manila,Metro Manila,Mandaluyong City,Vergara,1551,SA
Metro Manila,Metro Manila,Mandaluyong City,Wack-Wack Greenhills,1555,SA
Metro Manila,Metro Manila,Marikina City,Barangka,1803,SA
Metro Manila,Metro Manila,Marikina City,Calumpang,1801,SA
Metro Manila,Metro Manila,Marikina City,Concepcion Dos,1811,SA
Metro Manila,Metro Manila,Marikina City,Concepcion Uno,1807,SA
Metro Manila,Metro Manila,Marikina City,Fortune,1800,SA
Metro Manila,Metro Manila,Marikina City,Industrial Valley,1802,SA
Metro Manila,Metro Manila,Marikina City,Jesus De La Pena,1804,SA
Metro Manila,Metro Manila,Marikina City,Malanday,1805,SA
Metro Manila,Metro Manila,Marikina City,Marikina Heights (Concepcion),1810,SA
Metro Manila,Metro Manila,Marikina City,Nangka,1808,SA
Metro Manila,Metro Manila,Marikina City,Parang,1809,SA
Metro Manila,Metro Manila,Marikina City,San Roque,1801,SA
Metro Manila,Metro Manila,Marikina City,Santa Elena,1800,SA
Metro Manila,Metro Manila,Marikina City,Santo Nino,1800,SA
Metro Manila,Metro Manila,Marikina City,Tanong,1803,SA
Metro Manila,Metro Manila,Marikina City,Tumana,1800,SA
Metro Manila,Metro Manila,Muntinlupa City,Alabang,1799,SA
Metro Manila,Metro Manila,Muntinlupa City,Ayala Alabang,1780,SA
Metro Manila,Metro Manila,Muntinlupa City,Bayanan,1772,SA
Metro Manila,Metro Manila,Muntinlupa City,Buli,1771,SA
Metro Manila,Metro Manila,Muntinlupa City,Cupang,1771,SA
Metro Manila,Metro Manila,Muntinlupa City,Poblacion,1776,SA
Metro Manila,Metro Manila,Muntinlupa City,Putatan,1772,SA
Metro Manila,Metro Manila,Muntinlupa City,Sucat,1770,SA
Metro Manila,Metro Manila,Muntinlupa City,Tunasan,1773,SA
Metro Manila,Metro Manila,Navotas City,Bagumbayan North,1409,SA
Metro Manila,Metro Manila,Navotas City,Bagumbayan South,1409,SA
Metro Manila,Metro Manila,Navotas City,Bangculasi,1409,SA
Metro Manila,Metro Manila,Navotas City,Daanghari,1409,SA
Metro Manila,Metro Manila,Navotas City,Navotas East,1485,SA
Metro Manila,Metro Manila,Navotas City,Navotas West,1485,SA
Metro Manila,Metro Manila,Navotas City,North Bay Blvd.,1409,SA
Metro Manila,Metro Manila,Navotas City,San Jose,1409,SA
Metro Manila,Metro Manila,Navotas City,San Rafael Village,1409,SA
Metro Manila,Metro Manila,Navotas City,San Roque,1409,SA
Metro Manila,Metro Manila,Navotas City,Sipac-Almacen,1409,SA
Metro Manila,Metro Manila,Navotas City,Tangos,1489,SA
Metro Manila,Metro Manila,Navotas City,Tanza,1490,SA
Metro Manila,Metro Manila,Paco,Barangay 662,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 664-A,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 671,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 672,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 673,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 674,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 675,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 676,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 677,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 678,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 679,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 680,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 681,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 682,1007,SA
Metro Manila,Metro Manila,Paco,Barangay 683,1007,SA
