STATE,PROVINCE,CITY/MUNICIPALITY,BARANGAY,ZIP CODE,REMARK
North Luzon,Bataan,Orani,Puksuan,2112,SA
North Luzon,Bataan,Orani,Sibul,2112,SA
North Luzon,Bataan,Orani,Silahis,2112,SA
North Luzon,Bataan,Orani,Tagumpay,2112,SA
North Luzon,Bataan,Orani,Tala,2112,SA
North Luzon,Bataan,Orani,Talimundoc,2112,SA
North Luzon,Bataan,Orani,Tapulao,2112,SA
North Luzon,Bataan,Orani,Tenejero (Pob.),2112,SA
North Luzon,Bataan,Orani,Tugatog,2112,SA
North Luzon,Bataan,Orani,Wawa (Pob.),2112,SA
North Luzon,Bataan,Orion,Arellano (Pob.),2102,SA
North Luzon,Bataan,Orion,Bagumbayan (Pob.),2102,SA
North Luzon,Bataan,Orion,Balagtas (Pob.),2102,SA
North Luzon,Bataan,Orion,Balut (Pob.),2102,SA
North Luzon,Bataan,Orion,Bantan,2102,SA
North Luzon,Bataan,Orion,Bilolo,2102,SA
North Luzon,Bataan,Orion,Calungusan,2102,SA
North Luzon,Bataan,Orion,Camachile,2102,SA
North Luzon,Bataan,Orion,Daang Bago (Pob.),2102,SA
North Luzon,Bataan,Orion,Daang Bilolo (Pob.),2102,SA
North Luzon,Bataan,Orion,Daang Pare,2102,SA
North Luzon,Bataan,Orion,General Lim (Kaput),2102,SA
North Luzon,Bataan,Orion,Kapunitan,2102,SA
North Luzon,Bataan,Orion,Lati (Pob.),2102,SA
North Luzon,Bataan,Orion,Lusungan (Pob.),2102,SA
North Luzon,Bataan,Orion,Puting Buhangin,2102,SA
North Luzon,Bataan,Orion,Sabatan,2102,SA
North Luzon,Bataan,Orion,San Vicente (Pob.),2102,SA
North Luzon,Bataan,Orion,Santa Elena,2102,SA
North Luzon,Bataan,Orion,Santo Domingo,2102,SA
North Luzon,Bataan,Orion,Villa Angeles (Pob.),2102,SA
North Luzon,Bataan,Orion,Wakas (Pob.),2102,SA
North Luzon,Bataan,Orion,Wawa (Pob.),2102,SA
North Luzon,Bataan,Pilar,Ala-Uli,2101,SA
North Luzon,Bataan,Pilar,Bagumbayan,2101,SA
North Luzon,Bataan,Pilar,Balut I,2101,SA
North Luzon,Bataan,Pilar,Balut II,2101,SA
North Luzon,Bataan,Pilar,Bantan Munti,2101,SA
North Luzon,Bataan,Pilar,Burgos,2101,SA
North Luzon,Bataan,Pilar,Del Rosario (Pob.),2101,SA
North Luzon,Bataan,Pilar,Diwa,2101,SA
North Luzon,Bataan,Pilar,Landing,2101,SA
North Luzon,Bataan,Pilar,Liyang,2101,SA
North Luzon,Bataan,Pilar,Nagwaling,2101,SA
North Luzon,Bataan,Pilar,Panilao,2101,SA
North Luzon,Bataan,Pilar,Pantingan,2101,SA
North Luzon,Bataan,Pilar,Poblacion,2812,SA
North Luzon,Bataan,Pilar,Rizal (Pob.),2101,SA
North Luzon,Bataan,Pilar,Santa Rosa,2101,SA
North Luzon,Bataan,Pilar,Wakas North,2101,SA
North Luzon,Bataan,Pilar,Wakas South,2101,SA
North Luzon,Bataan,Pilar,Wawa,2101,SA
North Luzon,Benguet,Baguio City,A. Bonifacio-Caguioa-Rimando (Abcr),2600,SA
North Luzon,Benguet,Baguio City,Abanao-Zandueta-Kayong-Chugum-Otek (Azkco),2600,SA
North Luzon,Benguet,Baguio City,Alfonso Tabora,2600,SA
North Luzon,Benguet,Baguio City,Ambiong,2600,SA
North Luzon,Benguet,Baguio City,Andres Bonifacio (Lower Bokawkan),2600,SA
North Luzon,Benguet,Baguio City,Apugan-Loakan,2600,SA
North Luzon,Benguet,Baguio City,Asin Road,2600,SA
North Luzon,Benguet,Baguio City,Atok Trail,2600,SA
North Luzon,Benguet,Baguio City,Aurora Hill,2600,SA
North Luzon,Benguet,Baguio City,Aurora Hill Proper,2600,SA
North Luzon,Benguet,Baguio City,Bagong Lipunan (Market Area),2600,SA
North Luzon,Benguet,Baguio City,Bakakeng Central,2600,SA
North Luzon,Benguet,Baguio City,Bakakeng North,2600,SA
North Luzon,Benguet,Baguio City,Bal-Marcoville,2600,SA
North Luzon,Benguet,Baguio City,Balsigan,2600,SA
North Luzon,Benguet,Baguio City,Bayan Park East,2600,SA
North Luzon,Benguet,Baguio City,Bayan Park Village,2600,SA
North Luzon,Benguet,Baguio City,Bayan Park West (Bayan Park),2600,SA
North Luzon,Benguet,Baguio City,Bgh Compound,2600,SA
North Luzon,Benguet,Baguio City,Brookside,2600,SA
North Luzon,Benguet,Baguio City,Brookspoint,2600,SA
North Luzon,Benguet,Baguio City,Camdas Subdivision,2600,SA
North Luzon,Benguet,Baguio City,Camp 8,2600,SA
North Luzon,Benguet,Baguio City,Camp Allen,2600,SA
North Luzon,Benguet,Baguio City,Campo Filipino,2600,SA
North Luzon,Benguet,Baguio City,City Camp Central,2600,SA
North Luzon,Benguet,Baguio City,City Camp Proper,2600,SA
North Luzon,Benguet,Baguio City,Country Club Village,2600,SA
North Luzon,Benguet,Baguio City,Cresencia Village,2600,SA
North Luzon,Benguet,Baguio City,Dagsian,2600,SA
North Luzon,Benguet,Baguio City,Dizon Subdivision,2600,SA
North Luzon,Benguet,Baguio City,Dominican Hill-Mirador,2600,SA
North Luzon,Benguet,Baguio City,Dontogan,2600,SA
North Luzon,Benguet,Baguio City,Dps Area,2600,SA
North Luzon,Benguet,Baguio City,Fairview Village,2600,SA
North Luzon,Benguet,Baguio City,Ferdinand (Happy Homes-Campo Sioco),2600,SA
North Luzon,Benguet,Baguio City,Fort Del Pilar,2600,SA
North Luzon,Benguet,Baguio City,Gabriela Silang,2600,SA
North Luzon,Benguet,Baguio City,General Emilio F. Aguinaldo,2600,SA
North Luzon,Benguet,Baguio City,General Luna,2600,SA
North Luzon,Benguet,Baguio City,Gibraltar,2600,SA
North Luzon,Benguet,Baguio City,Greenwater Village,2600,SA
North Luzon,Benguet,Baguio City,Guisad Central,2600,SA
North Luzon,Benguet,Baguio City,Guisad Sorong,2600,SA
North Luzon,Benguet,Baguio City,Happy Hollow,2600,SA
North Luzon,Benguet,Baguio City,Happy Homes (Happy Homes-Lucban),2600,SA
North Luzon,Benguet,Baguio City,Harrison-Claudio Carantes,2600,SA
North Luzon,Benguet,Baguio City,Hillside,2600,SA
North Luzon,Benguet,Baguio City,Holy Ghost Extension,2600,SA
North Luzon,Benguet,Baguio City,Holy Ghost Proper,2600,SA
North Luzon,Benguet,Baguio City,Honeymoon (Honeymoon-Holy Ghost),2600,SA
North Luzon,Benguet,Baguio City,Imelda R. Marcos (La Salle),2600,SA
North Luzon,Benguet,Baguio City,Imelda Village,2600,SA
North Luzon,Benguet,Baguio City,Irisan,2600,SA
North Luzon,Benguet,Baguio City,Kabayanihan,2600,SA
North Luzon,Benguet,Baguio City,Kagitingan,2600,SA
North Luzon,Benguet,Baguio City,Kayang Extension,2600,SA
North Luzon,Benguet,Baguio City,Kayang-Hilltop,2600,SA
North Luzon,Benguet,Baguio City,Kias,2600,SA
North Luzon,Benguet,Baguio City,Legarda-Burnham-Kisad,2600,SA
North Luzon,Benguet,Baguio City,Liwanag-Loakan,2600,SA
North Luzon,Benguet,Baguio City,Loakan Proper,2600,SA
North Luzon,Benguet,Baguio City,Lopez Jaena,2600,SA
North Luzon,Benguet,Baguio City,Lourdes Subdivision,2600,SA
North Luzon,Benguet,Baguio City,Lourdes Subdivision Extension,2600,SA
North Luzon,Benguet,Baguio City,Lualhati,2600,SA
North Luzon,Benguet,Baguio City,Lucnab,2600,SA
North Luzon,Benguet,Baguio City,Magsaysay,2600,SA
North Luzon,Benguet,Baguio City,Magsaysay Private Road,2600,SA
North Luzon,Benguet,Baguio City,Malcolm Square-Perfecto (Jose Abad Santos),2600,SA
North Luzon,Benguet,Baguio City,Manuel A. Roxas,2600,SA
North Luzon,Benguet,Baguio City,Market Subdivision,2600,SA
North Luzon,Benguet,Baguio City,Middle Quezon Hill Subdivision(Quezon Hill Middle),2600,SA
North Luzon,Benguet,Baguio City,Military Cut-off,2600,SA
North Luzon,Benguet,Baguio City,Mines View Park,2600,SA
North Luzon,Benguet,Baguio City,Modern Site,2600,SA
North Luzon,Benguet,Baguio City,MRR-Queen Of Peace,2600,SA
North Luzon,Benguet,Baguio City,New Lucban,2600,SA
North Luzon,Benguet,Baguio City,Outlook Drive,2600,SA
North Luzon,Benguet,Baguio City,Pacdal,2600,SA
North Luzon,Benguet,Baguio City,Padre Burgos,2600,SA
North Luzon,Benguet,Baguio City,Padre Zamora,2600,SA
North Luzon,Benguet,Baguio City,Palma-Urbano (Carino-Palma),2600,SA
North Luzon,Benguet,Baguio City,Phil-am,2600,SA
North Luzon,Benguet,Baguio City,Pinget,2600,SA
North Luzon,Benguet,Baguio City,Pinsao Pilot Project,2600,SA
North Luzon,Benguet,Baguio City,Pinsao Proper,2600,SA
North Luzon,Benguet,Baguio City,Poliwes,2600,SA
North Luzon,Benguet,Baguio City,Pucsusan,2600,SA
North Luzon,Benguet,Baguio City,Quezon Hill,2600,SA
North Luzon,Benguet,Baguio City,Quezon Hill Proper,2600,SA
North Luzon,Benguet,Baguio City,Quirino Hill,2600,SA
North Luzon,Benguet,Baguio City,Quirino-Magsaysay,2600,SA
North Luzon,Benguet,Baguio City,Rizal Monument Area,2600,SA
North Luzon,Benguet,Baguio City,Rock Quarry,2600,SA
North Luzon,Benguet,Baguio City,Saint Joseph Village,2600,SA
North Luzon,Benguet,Baguio City,Salud Mitra,2600,SA
North Luzon,Benguet,Baguio City,San Antonio Village,2600,SA
North Luzon,Benguet,Baguio City,San Luis Village,2600,SA
North Luzon,Benguet,Baguio City,San Roque Village,2600,SA
North Luzon,Benguet,Baguio City,San Vicente,2600,SA
North Luzon,Benguet,Baguio City,Sanitary Camp,2600,SA
North Luzon,Benguet,Baguio City,Santa Escolastica,2600,SA
North Luzon,Benguet,Baguio City,Santo Rosario,2600,SA
North Luzon,Benguet,Baguio City,Santo Tomas Proper,2600,SA
North Luzon,Benguet,Baguio City,Santo Tomas School Area,2600,SA
North Luzon,Benguet,Baguio City,Scout Barrio,2600,SA
North Luzon,Benguet,Baguio City,Session Road Area,2600,SA
North Luzon,Benguet,Baguio City,Slaughter House Area (Santo Nino Slaughter),2600,SA
North Luzon,Benguet,Baguio City,SLU-SVP Housing Village,2600,SA
North Luzon,Benguet,Baguio City,South Drive,2600,SA
North Luzon,Benguet,Baguio City,Teodora Alonzo,2600,SA
North Luzon,Benguet,Baguio City,Trancoville,2600,SA
North Luzon,Benguet,Baguio City,Victoria Village,2600,SA
North Luzon,Benguet,La Trinidad,Ambiong,2601,SA
North Luzon,Benguet,La Trinidad,Betag,2601,SA
North Luzon,Benguet,La Trinidad,Cruz,2601,SA
North Luzon,Benguet,La Trinidad,Lubas,2601,SA
North Luzon,Benguet,La Trinidad,Pico,2601,SA
North Luzon,Benguet,La Trinidad,Poblacion,2601,SA
North Luzon,Benguet,La Trinidad,Puguis,2601,SA
North Luzon,Bulacan,Angat,Baybay,3012,SA
North Luzon,Bulacan,Angat,Binagbag,3012,SA
North Luzon,Bulacan,Angat,Donacion,3012,SA
North Luzon,Bulacan,Angat,Encanto,3012,SA
North Luzon,Bulacan,Angat,Marungko,3012,SA
North Luzon,Bulacan,Angat,Niugan,3012,SA
North Luzon,Bulacan,Angat,Paltok,3012,SA
North Luzon,Bulacan,Angat,Pulong Yantok,3012,SA
North Luzon,Bulacan,Angat,San Roque (Pob.),3012,SA
North Luzon,Bulacan,Angat,Santa Cruz (Pob.),3012,SA
North Luzon,Bulacan,Angat,Santa Lucia,3012,SA
North Luzon,Bulacan,Angat,Santo Cristo (Pob.),3012,SA
North Luzon,Bulacan,Angat,Sulucan,3012,SA
North Luzon,Bulacan,Angat,Taboc,3012,SA
North Luzon,Bulacan,Balagtas,Borol 1St,3016,SA
North Luzon,Bulacan,Balagtas,Borol 2Nd,3016,SA
North Luzon,Bulacan,Balagtas,Dalig,3016,SA
North Luzon,Bulacan,Balagtas,Longos,3016,SA
North Luzon,Bulacan,Balagtas,Panginay,3016,SA
North Luzon,Bulacan,Balagtas,Pulong Gubat,3016,SA
North Luzon,Bulacan,Balagtas,San Juan,3016,SA
North Luzon,Bulacan,Balagtas,Santol,3016,SA
North Luzon,Bulacan,Balagtas,Wawa (Pob.),3016,SA
North Luzon,Bulacan,Baliuag,Bagong Nayon,3006,SA
North Luzon,Bulacan,Baliuag,Barangca,3006,SA
North Luzon,Bulacan,Baliuag,Calantipay,3006,SA
North Luzon,Bulacan,Baliuag,Catulinan,3006,SA
North Luzon,Bulacan,Baliuag,Concepcion,3006,SA
North Luzon,Bulacan,Baliuag,Hinukay,3006,SA
North Luzon,Bulacan,Baliuag,Makinabang,3006,SA
North Luzon,Bulacan,Baliuag,Matangtubig,3006,SA
North Luzon,Bulacan,Baliuag,Pagala,3006,SA
North Luzon,Bulacan,Baliuag,Paitan,3006,SA
North Luzon,Bulacan,Baliuag,Piel,3006,SA
North Luzon,Bulacan,Baliuag,Pinagbarilan,3006,SA
North Luzon,Bulacan,Baliuag,Poblacion,3006,SA
North Luzon,Bulacan,Baliuag,Sabang,3006,SA
North Luzon,Bulacan,Baliuag,San Jose,3006,SA
North Luzon,Bulacan,Baliuag,San Roque,3006,SA
North Luzon,Bulacan,Baliuag,Santa Barbara,3006,SA
North Luzon,Bulacan,Baliuag,Santo Cristo,3006,SA
North Luzon,Bulacan,Baliuag,Santo Nino,3006,SA
North Luzon,Bulacan,Baliuag,Subic,3006,SA
North Luzon,Bulacan,Baliuag,Sulivan,3006,SA
North Luzon,Bulacan,Baliuag,Tangos,3006,SA
North Luzon,Bulacan,Baliuag,Tarcan,3006,SA
North Luzon,Bulacan,Baliuag,Tiaong,3006,SA
North Luzon,Bulacan,Baliuag,Tibag,3006,SA
North Luzon,Bulacan,Baliuag,Tilapayong,3006,SA
North Luzon,Bulacan,Baliuag,Virgen Delas Flores,3006,SA
North Luzon,Bulacan,Bocaue,Antipona,3018,SA
North Luzon,Bulacan,Bocaue,Bagumbayan,3018,SA
North Luzon,Bulacan,Bocaue,Bambang,3018,SA
North Luzon,Bulacan,Bocaue,Batia,3018,SA
North Luzon,Bulacan,Bocaue,Binang 1St,3018,SA
North Luzon,Bulacan,Bocaue,Binang 2Nd,3018,SA
North Luzon,Bulacan,Bocaue,Bolacan,3018,SA
North Luzon,Bulacan,Bocaue,Bundukan,3018,SA
North Luzon,Bulacan,Bocaue,Bunlo,3018,SA
North Luzon,Bulacan,Bocaue,Caingin,3018,SA
North Luzon,Bulacan,Bocaue,Duhat,3018,SA
North Luzon,Bulacan,Bocaue,Igulot,3018,SA
North Luzon,Bulacan,Bocaue,Lolomboy,3018,SA
North Luzon,Bulacan,Bocaue,Poblacion,3018,SA
North Luzon,Bulacan,Bocaue,Sulucan,3018,SA
North Luzon,Bulacan,Bocaue,Taal,3018,SA
North Luzon,Bulacan,Bocaue,Tambobong,3018,SA
North Luzon,Bulacan,Bocaue,Turo,3018,SA
North Luzon,Bulacan,Bocaue,Wakas,3018,SA
North Luzon,Bulacan,Bulacan,Bagumbayan,3017,SA
North Luzon,Bulacan,Bulacan,Balubad,3017,SA
North Luzon,Bulacan,Bulacan,Bambang,3017,SA
North Luzon,Bulacan,Bulacan,Matungao,3017,SA
North Luzon,Bulacan,Bulacan,Maysantol,3017,SA
North Luzon,Bulacan,Bulacan,Perez,3017,SA
North Luzon,Bulacan,Bulacan,Pitpitan,3017,SA
North Luzon,Bulacan,Bulacan,San Francisco,3017,SA
North Luzon,Bulacan,Bulacan,San Jose (Pob.),3017,SA
North Luzon,Bulacan,Bulacan,San Nicolas,3017,SA
North Luzon,Bulacan,Bulacan,Santa Ana,3017,SA
North Luzon,Bulacan,Bulacan,Santa Ines,3017,SA
North Luzon,Bulacan,Bulacan,Taliptip,3017,SA
North Luzon,Bulacan,Bulacan,Tibig,3017,SA
North Luzon,Bulacan,Bustos,Bonga Mayor,3007,SA
North Luzon,Bulacan,Bustos,Bonga Menor,3007,SA
North Luzon,Bulacan,Bustos,Buisan,3007,SA
North Luzon,Bulacan,Bustos,Camachilihan,3007,SA
North Luzon,Bulacan,Bustos,Cambaog,3007,SA
North Luzon,Bulacan,Bustos,Catacte,3007,SA
North Luzon,Bulacan,Bustos,Liciada,3007,SA
North Luzon,Bulacan,Bustos,Malamig,3007,SA
North Luzon,Bulacan,Bustos,Malawak,3007,SA
North Luzon,Bulacan,Bustos,Poblacion,3007,SA
North Luzon,Bulacan,Bustos,San Pedro,3007,SA
North Luzon,Bulacan,Bustos,Talampas,3007,SA
North Luzon,Bulacan,Bustos,Tanawan,3007,SA
North Luzon,Bulacan,Bustos,Tibagan,3007,SA
North Luzon,Bulacan,Calumpit,Balite,3003,SA
North Luzon,Bulacan,Calumpit,Balungao,3003,SA
North Luzon,Bulacan,Calumpit,Buguion,3003,SA
North Luzon,Bulacan,Calumpit,Bulusan,3003,SA
North Luzon,Bulacan,Calumpit,Calizon,3003,SA
North Luzon,Bulacan,Calumpit,Calumpang,3003,SA
North Luzon,Bulacan,Calumpit,Caniogan,3003,SA
North Luzon,Bulacan,Calumpit,Corazon,3003,SA
North Luzon,Bulacan,Calumpit,Frances,3003,SA
North Luzon,Bulacan,Calumpit,Gatbuca,3003,SA
North Luzon,Bulacan,Calumpit,Gugo,3003,SA
North Luzon,Bulacan,Calumpit,Longos,3003,SA
North Luzon,Bulacan,Calumpit,Meyto,3003,SA
North Luzon,Bulacan,Calumpit,Palimbang,3003,SA
North Luzon,Bulacan,Calumpit,Panducot,3003,SA
North Luzon,Bulacan,Calumpit,Pio Cruzcosa,3003,SA
North Luzon,Bulacan,Calumpit,Poblacion,3003,SA
North Luzon,Bulacan,Calumpit,Santo Nino,3003,SA
North Luzon,Bulacan,Calumpit,Sucol,3003,SA
North Luzon,Bulacan,Guiguinto,Cutcut,3015,SA
North Luzon,Bulacan,Guiguinto,Daungan,3015,SA
North Luzon,Bulacan,Guiguinto,Ilang-Ilang,3015,SA
North Luzon,Bulacan,Guiguinto,Malis,3015,SA
North Luzon,Bulacan,Guiguinto,Panginay,3015,SA
North Luzon,Bulacan,Guiguinto,Poblacion,3015,SA
North Luzon,Bulacan,Guiguinto,Pritil,3015,SA
North Luzon,Bulacan,Guiguinto,Pulong Gubat,3015,SA
North Luzon,Bulacan,Guiguinto,Santa Cruz,3015,SA
North Luzon,Bulacan,Guiguinto,Santa Rita,3015,SA
North Luzon,Bulacan,Guiguinto,Tabang,3015,SA
North Luzon,Bulacan,Guiguinto,Tiaong,3015,SA
North Luzon,Bulacan,Guiguinto,Tuktukan,3015,SA
North Luzon,Bulacan,Hagonoy,Abulalas,3002,SA
North Luzon,Bulacan,Hagonoy,Carillo,3002,SA
North Luzon,Bulacan,Hagonoy,Iba,3002,SA
North Luzon,Bulacan,Hagonoy,Iba-Ibayo,3002,SA
North Luzon,Bulacan,Hagonoy,Mercado,3002,SA
North Luzon,Bulacan,Hagonoy,Palapat,3002,SA
North Luzon,Bulacan,Hagonoy,Sagrada Familia,3002,SA
North Luzon,Bulacan,Hagonoy,San Agustin,3002,SA
North Luzon,Bulacan,Hagonoy,San Isidro,3002,SA
North Luzon,Bulacan,Hagonoy,San Jose,3002,SA
North Luzon,Bulacan,Hagonoy,San Juan,3002,SA
North Luzon,Bulacan,Hagonoy,San Miguel,3002,SA
North Luzon,Bulacan,Hagonoy,San Nicolas,3002,SA
North Luzon,Bulacan,Hagonoy,San Pablo,3002,SA
North Luzon,Bulacan,Hagonoy,San Pascual,3002,SA
North Luzon,Bulacan,Hagonoy,San Roque,3002,SA
North Luzon,Bulacan,Hagonoy,San Sebastian,3002,SA
North Luzon,Bulacan,Hagonoy,Santa Elena,3002,SA
North Luzon,Bulacan,Hagonoy,Santa Monica,3002,SA
North Luzon,Bulacan,Hagonoy,Santo Nino (Pob.),3002,SA
North Luzon,Bulacan,Hagonoy,Santo Rosario,3002,SA
North Luzon,Bulacan,Hagonoy,Tampok,3002,SA
North Luzon,Bulacan,Malolos City,Anilao,3000,SA
North Luzon,Bulacan,Malolos City,Atlag,3000,SA
North Luzon,Bulacan,Malolos City,Babatnin,3000,SA
North Luzon,Bulacan,Malolos City,Bagna,3000,SA
North Luzon,Bulacan,Malolos City,Bagong Bayan,3000,SA
North Luzon,Bulacan,Malolos City,Balite,3000,SA
North Luzon,Bulacan,Malolos City,Bangkal,3000,SA
North Luzon,Bulacan,Malolos City,Barihan,3000,SA
North Luzon,Bulacan,Malolos City,Bulihan,3000,SA
North Luzon,Bulacan,Malolos City,Bungahan,3000,SA
North Luzon,Bulacan,Malolos City,Caingin,3000,SA
North Luzon,Bulacan,Malolos City,Calero,3000,SA
North Luzon,Bulacan,Malolos City,Caliligawan,3000,SA
North Luzon,Bulacan,Malolos City,Canalate,3000,SA
North Luzon,Bulacan,Malolos City,Caniogan,3000,SA
North Luzon,Bulacan,Malolos City,Catmon,3000,SA
North Luzon,Bulacan,Malolos City,Cofradia,3000,SA
North Luzon,Bulacan,Malolos City,Dakila,3000,SA
North Luzon,Bulacan,Malolos City,Guinhawa,3000,SA
North Luzon,Bulacan,Malolos City,Ligas,3000,SA
North Luzon,Bulacan,Malolos City,Longos,3000,SA
North Luzon,Bulacan,Malolos City,Look 1St,3000,SA
North Luzon,Bulacan,Malolos City,Lugam,3000,SA
North Luzon,Bulacan,Malolos City,Mambog,3000,SA
North Luzon,Bulacan,Malolos City,Masile,3000,SA
North Luzon,Bulacan,Malolos City,Matimbo,3000,SA
North Luzon,Bulacan,Malolos City,Mojon,3000,SA
North Luzon,Bulacan,Malolos City,Namayan,3000,SA
North Luzon,Bulacan,Malolos City,Niugan,3000,SA
North Luzon,Bulacan,Malolos City,Pamarawan,3000,SA
North Luzon,Bulacan,Malolos City,Panasahan,3000,SA
North Luzon,Bulacan,Malolos City,Pinagbakahan,3000,SA
North Luzon,Bulacan,Malolos City,San Agustin,3000,SA
North Luzon,Bulacan,Malolos City,San Gabriel,3000,SA
North Luzon,Bulacan,Malolos City,San Juan,3000,SA
North Luzon,Bulacan,Malolos City,San Pablo,3000,SA
North Luzon,Bulacan,Malolos City,San Vicente (Pob.),3000,SA
North Luzon,Bulacan,Malolos City,Santiago,3000,SA
North Luzon,Bulacan,Malolos City,Santisima Trinidad,3000,SA
North Luzon,Bulacan,Malolos City,Santo Cristo,3000,SA
North Luzon,Bulacan,Malolos City,Santo Nino (Pob.),3000,SA
North Luzon,Bulacan,Malolos City,Santo Rosario (Pob.),3000,SA
North Luzon,Bulacan,Malolos City,Santol,3000,SA
North Luzon,Bulacan,Malolos City,Sumapang Bata,3000,SA
North Luzon,Bulacan,Malolos City,Sumapang Matanda,3000,SA
North Luzon,Bulacan,Malolos City,Taal,3000,SA
North Luzon,Bulacan,Malolos City,Tikay,3000,SA
North Luzon,Bulacan,Marilao,Abangan Norte,3019,SA
North Luzon,Bulacan,Marilao,Abangan Sur,3019,SA
North Luzon,Bulacan,Marilao,Ibayo,3019,SA
North Luzon,Bulacan,Marilao,Lambakin,3019,SA
North Luzon,Bulacan,Marilao,Lias,3019,SA
North Luzon,Bulacan,Marilao,Loma De Gato,3019,SA
North Luzon,Bulacan,Marilao,Nagbalon,3019,SA
North Luzon,Bulacan,Marilao,Patubig,3019,SA
North Luzon,Bulacan,Marilao,Poblacion I,3019,SA
North Luzon,Bulacan,Marilao,Poblacion II,3019,SA
North Luzon,Bulacan,Marilao,Prenza I,3019,SA
North Luzon,Bulacan,Marilao,Prenza II,3019,SA
North Luzon,Bulacan,Marilao,Santa Rosa I,3019,SA
North Luzon,Bulacan,Marilao,Santa Rosa II,3019,SA
North Luzon,Bulacan,Marilao,Saog,3019,SA
North Luzon,Bulacan,Marilao,Tabing Ilog,3019,SA
North Luzon,Bulacan,Meycauayan City,Bagbaguin,3020,SA
North Luzon,Bulacan,Meycauayan City,Bahay Pare,3020,SA
North Luzon,Bulacan,Meycauayan City,Bancal,3020,SA
North Luzon,Bulacan,Meycauayan City,Banga,3020,SA
North Luzon,Bulacan,Meycauayan City,Bayugo,3020,SA
North Luzon,Bulacan,Meycauayan City,Caingin,3020,SA
North Luzon,Bulacan,Meycauayan City,Calvario,3020,SA
North Luzon,Bulacan,Meycauayan City,Camalig,3020,SA
North Luzon,Bulacan,Meycauayan City,Hulo,3020,SA
North Luzon,Bulacan,Meycauayan City,Iba,3020,SA
North Luzon,Bulacan,Meycauayan City,Langka,3020,SA
North Luzon,Bulacan,Meycauayan City,Lawa,3020,SA
North Luzon,Bulacan,Meycauayan City,Libtong,3020,SA
North Luzon,Bulacan,Meycauayan City,Liputan,3020,SA
North Luzon,Bulacan,Meycauayan City,Longos,3020,SA
